Codigo,Marca,Modelo,Color,PrecioConIva,PrecioSinIva,Inactivo
CKENNY5,CENTRAL,KENNY,C5,33759,27900,
CKENT1,CENTRAL,KENT,C1,44649,36900,
CKENT2,CENTRAL,KENT,C2,44649,36900,
CKENT3,CENTRAL,KENT,C3,44649,36900,
CKING3,CENTRAL,KING,C3,39325,32500,
CKING4,CENTRAL,KING,C4,39325,32500,
CKIRA1,CENTRAL,KIRA,C1,44649,36900,
CKIRA3,CENTRAL,KIRA,C3,44649,36900,
CKIRA4,CENTRAL,KIRA,C4,42229,34900,
CKIRA5,CENTRAL,KIRA,C5,44649,36900,
CKITTY1,CENTRAL,KITTY,C1,27709,22900,
CKITTY3,CENTRAL,KITTY,C3,27709,22900,
CKITTY6,CENTRAL,KITTY,C6,27709,22900,
CKOOK1,CENTRAL,KOOK,C1,27709,22900,
CKOOK4,CENTRAL,KOOK,C4,27709,22900,
CKOOK5,CENTRAL,KOOK,C5,27709,22900,
CKUNZ3,CENTRAL,KUNZ,C3,36179,29900,
CKYOTO1,CENTRAL,KYOTO,C1,44649,36900,
CKYOTO2,CENTRAL,KYOTO,C2,44649,36900,
CKYOTO3,CENTRAL,KYOTO,C3,44649,36900,
CLADY1,CENTRAL,LADY,C1,31460,26000,
CLADY3,CENTRAL,LADY,C3,31460,26000,
CLADY5,CENTRAL,LADY,C5,31460,26000,
CLARK2,CENTRAL,LARK,C2,47069,38900,
CLARK4,CENTRAL,LARK,C4,47069,38900,
CLARK6,CENTRAL,LARK,C6,47069,38900,
CLAVI1,CENTRAL,LAVI,C1,47069,38900,
CLAVI6,CENTRAL,LAVI,C6,47069,38900,
CLAVI7,CENTRAL,LAVI,C7,47069,38900,
CLAVI9,CENTRAL,LAVI,C9,47069,38900,
CLAWYER2,CENTRAL,LAWYER,C2,20449,16900,
CLAWYER3,CENTRAL,LAWYER,C3,20449,16900,
CLAWYER4,CENTRAL,LAWYER,C4,20449,16900,
CLAWYER5,CENTRAL,LAWYER,C5,20449,16900,
CLAWYER6,CENTRAL,LAWYER,C6,20449,16900,
CLEADER1,CENTRAL,LEADER,C1,47069,38900,
CLEADER3,CENTRAL,LEADER,C3,47069,38900,
CLEADER5,CENTRAL,LEADER,C5,47069,38900,
CLEE2,CENTRAL,LEE,C2,54329,44900,
CLEE4,CENTRAL,LEE,C4,54329,44900,
CLEE5,CENTRAL,LEE,C5,54329,44900,
CLEKA1,CENTRAL,LEKA,C1,51909,42900,
CLEKA2,CENTRAL,LEKA,C2,51909,42900,
CLEKA3,CENTRAL,LEKA,C3,51909,42900,
CLEKA4,CENTRAL,LEKA,C4,51909,42900,
CLEKA5,CENTRAL,LEKA,C5,51909,42900,
CLEVEL2,CENTRAL,LEVEL,C2,36179,29900,
CLIFT1,CENTRAL,LIFT,C1,33759,27900,
CLIFT10,CENTRAL,LIFT,C10,33759,27900,
CLIFT2,CENTRAL,LIFT,C2,33759,27900,
CLIFT21,CENTRAL,LIFT,C21,33759,27900,
CLIFT3,CENTRAL,LIFT,C3,33759,27900,
CLIFT4,CENTRAL,LIFT,C4,33759,27900,
CLIFT5,CENTRAL,LIFT,C5,33759,27900,
CLIFT90,CENTRAL,LIFT,C90,33759,27900,
CLILO2,CENTRAL,LILO,C2,27709,22900,
CLILO3,CENTRAL,LILO,C3,27709,22900,
CLILO5,CENTRAL,LILO,C5,27709,22900,
CLIMA1,CENTRAL,LIMA,C1,26741,22100,
CLIMA4,CENTRAL,LIMA,C4,26741,22100,
CLIMBO1,CENTRAL,LIMBO,C1,30129,24900,
CLIMBO2,CENTRAL,LIMBO,C2,30129,24900,
CLIMBO3,CENTRAL,LIMBO,C3,30129,24900,
CLIMBO4,CENTRAL,LIMBO,C4,30129,24900,
CLINDA2,CENTRAL,LINDA,C2,27709,22900,
CLINDA3,CENTRAL,LINDA,C3,27709,22900,
CLINDA5,CENTRAL,LINDA,C5,27709,22900,
CLIOR2,CENTRAL,LIOR,C2,33759,27900,
CLIOR3,CENTRAL,LIOR,C3,33759,27900,
CLIOR4,CENTRAL,LIOR,C4,33759,27900,
CLIQUID2,CENTRAL,LIQUID,C2,33759,27900,
CLIQUID4,CENTRAL,LIQUID,C4,33759,27900,
CLIQUID5,CENTRAL,LIQUID,C5,33759,27900,
CLISBOA1,CENTRAL,LISBOA,C1,27709,22900,
CLISBOA2,CENTRAL,LISBOA,C2,39809,32900,
CLISBOA3,CENTRAL,LISBOA,C3,39809,32900,
CLISBOA5,CENTRAL,LISBOA,C5,27709,22900,
CLISBOA6,CENTRAL,LISBOA,C6,39809,32900,
CLONDON1,CENTRAL,LONDON,C1,8349,6900,
CLONDON2,CENTRAL,LONDON,C2,8349,6900,
CLONDRES1,CENTRAL,LONDRES,C1,39809,32900,
CLONDRES2,CENTRAL,LONDRES,C2,39809,32900,
CLONDRES5,CENTRAL,LONDRES,C5,39809,32900,
CLOOP1,CENTRAL,LOOP,C1,47069,38900,
CLOOP2,CENTRAL,LOOP,C2,47069,38900,
CLOOP5,CENTRAL,LOOP,C5,47069,38900,
CLUCHI1,CENTRAL,LUCHI,C1,22808,18850,
CLUCHI2,CENTRAL,LUCHI,C2,22808,18850,
CLUCHI3,CENTRAL,LUCHI,C3,22808,18850,
CLUCHI4,CENTRAL,LUCHI,C4,22808,18850,
CLUCHI5,CENTRAL,LUCHI,C5,22808,18850,
CLUCHI6,CENTRAL,LUCHI,C6,22808,18850,
CLUCIANO1,CENTRAL,LUCIANO,C1,22808,18850,
CLUCIANO2,CENTRAL,LUCIANO,C2,22808,18850,
CLUMEN1,CENTRAL,LUMEN,C1,47069,38900,
CLUMEN2,CENTRAL,LUMEN,C2,47069,38900,
CLUMEN3,CENTRAL,LUMEN,C3,47069,38900,
CLUMEN4,CENTRAL,LUMEN,C4,47069,38900,
CLUMINA1,CENTRAL,LUMINA,C1,33759,27900,
CLUMINA3,CENTRAL,LUMINA,C3,33759,27900,
CLUMINA4,CENTRAL,LUMINA,C4,33759,27900,
CLUMINA5,CENTRAL,LUMINA,C5,33759,27900,
CLUMINA6,CENTRAL,LUMINA,C6,33759,27900,
CLUMINA8,CENTRAL,LUMINA,C8,33759,27900,
CLUMINAR2,CENTRAL,LUMINAR,C2,44649,36900,
CLUMINAR3,CENTRAL,LUMINAR,C3,44649,36900,
CLUMINAR4,CENTRAL,LUMINAR,C4,44649,36900,
CLUMINAR5,CENTRAL,LUMINAR,C5,44649,36900,
CLUMINAR6,CENTRAL,LUMINAR,C6,44649,36900,
CLUMO1,CENTRAL,LUMO,C1,47069,38900,
CLUMO2,CENTRAL,LUMO,C2,47069,38900,
CLUMO4,CENTRAL,LUMO,C4,47069,38900,
CLUMO5,CENTRAL,LUMO,C5,47069,38900,
CLUMO6,CENTRAL,LUMO,C6,47069,38900,
CLUTON1,CENTRAL,LUTON,C1,22808,18850,
CLUTON3,CENTRAL,LUTON,C3,22808,18850,
CLUTON5,CENTRAL,LUTON,C5,22808,18850,
CLUX1,CENTRAL,LUX,C1,47069,38900,
CLUX2,CENTRAL,LUX,C2,47069,38900,
CLUX3,CENTRAL,LUX,C3,47069,38900,
CLUX4,CENTRAL,LUX,C4,47069,38900,
CLUXY1,CENTRAL,LUXY1,,47069,38900,
CLUXY2,CENTRAL,LUXY2,,47069,38900,
CLUXY4,CENTRAL,LUXY4,,47069,38900,
CLYNX1,CENTRAL,LYNX,C1,47069,38900,
CLYNX2,CENTRAL,LYNX,C2,47069,38900,
CLYNX3,CENTRAL,LYNX,C3,47069,38900,
CLYON1,CENTRAL,LYON,C1,47069,38900,
CLYON2,CENTRAL,LYON,C2,47069,38900,
CLYON3,CENTRAL,LYON,C3,47069,38900,
CLYON4,CENTRAL,LYON,C4,47069,38900,
CLYON5,CENTRAL,LYON,C5,47069,38900,
CLYRA1,CENTRAL,LYRA,C1,47069,38900,
CLYRA2,CENTRAL,LYRA,C2,47069,38900,
CLYRA3,CENTRAL,LYRA,C3,47069,38900,
CLYRA4,CENTRAL,LYRA,C4,47069,38900,
CMADISSON2,CENTRAL,MADISSON,C2,39325,32500,
CMADISSON3,CENTRAL,MADISSON,C3,39325,32500,
CMAKER1,CENTRAL,MAKER,C1,27709,22900,
CMAKER2,CENTRAL,MAKER,C2,27709,22900,
CMAKER5,CENTRAL,MAKER,C5,27709,22900,
CMALCOM1,CENTRAL,MALCOM,C1,55539,45900,
CMALCOM2,CENTRAL,MALCOM,C2,55539,45900,
CMALCOM6,CENTRAL,MALCOM,C6,55539,45900,
CMALKA2,CENTRAL,MALKA,C2,36179,29900,
CMALKA4,CENTRAL,MALKA,C4,36179,29900,
CMALLORCA1,CENTRAL,MALLORCA,C1,39325,32500,
CMALLORCA5,CENTRAL,MALLORCA,C5,39325,32500,
CMALMO2,CENTRAL,MALMO,C2,33759,27900,
CMALMO4,CENTRAL,MALMO,C4,33759,27900,
CMALMO6,CENTRAL,MALMO,C6,33759,27900,
CMANILA4,CENTRAL,MANILA,C4,27528,22750,
CMANILA5,CENTRAL,MANILA,C5,27528,22750,
CMARFIL1,CENTRAL,MARFIL,C1,27709,22900,
CMARFIL2,CENTRAL,MARFIL,C2,27709,22900,
CMARFIL3,CENTRAL,MARFIL,C3,27709,22900,
CMARILYN2,CENTRAL,MARILYN,C2,26741,22100,
CMARILYN3,CENTRAL,MARILYN,C3,26741,22100,
CMARILYN5,CENTRAL,MARILYN,C5,26741,22100,
CMARIPOSA1,CENTRAL,MARIPOSA,C1,33759,27900,
CMARIPOSA2,CENTRAL,MARIPOSA,C2,33759,27900,
CMARIPOSA3,CENTRAL,MARIPOSA,C3,33759,27900,
CMARIPOSA4,CENTRAL,MARIPOSA,C4,33759,27900,
CMARSELLA1,CENTRAL,MARSELLA,C1,39325,32500,
CMARSELLA3,CENTRAL,MARSELLA,C3,39325,32500,
CMARSHAL1,CENTRAL,MARSHAL,C1,27709,22900,
CMARSHAL2,CENTRAL,MARSHAL,C2,27709,22900,
CMARSHAL5,CENTRAL,MARSHAL,C5,27709,22900,
CMARTIN2,CENTRAL,MARTIN,C2,27709,22900,
CMARTIN3,CENTRAL,MARTIN,C3,27709,22900,
CMARTIN5,CENTRAL,MARTIN,C5,27709,22900,
CMAVERICK1,CENTRAL,MAVERICK,C1,39325,32500,
CMAVERICK2,CENTRAL,MAVERICK,C2,39325,32500,
CMAVERICK4,CENTRAL,MAVERICK,C4,39325,32500,
CMAVI1,CENTRAL,MAVI,C1,33759,27900,
CMAVI2,CENTRAL,MAVI,C2,33759,27900,
CMAVI3,CENTRAL,MAVI,C3,33759,27900,
CMAVI4,CENTRAL,MAVI,C4,33759,27900,
CMAX2,CENTRAL,MAX,C2,27528,22750,
CMAX4,CENTRAL,MAX,C4,27528,22750,
CMAX6,CENTRAL,MAX,C6,27528,22750,
CMEDELLIN1,CENTRAL,MEDELLIN,C1,26741,22100,
CMEDELLIN4,CENTRAL,MEDELLIN,C4,26741,22100,
CMEDELLIN7,CENTRAL,MEDELLIN,C7,26741,22100,
CMG1,CENTRAL,MINA GERHAIS,C1,44649,36900,
CMG2,CENTRAL,MINA GERHAIS,C2,44649,36900,
CMG3,CENTRAL,MINA GERHAIS,C3,44649,36900,
CMG4,CENTRAL,MINA GERHAIS,C4,44649,36900,
CMIGUE1,CENTRAL,MIGUE,C1,48279,39900,
CMIGUE3,CENTRAL,MIGUE,C3,48279,39900,
CMIGUE5,CENTRAL,MIGUE,C5,48279,39900,
CMIKE1,CENTRAL,MIKE,C1,33759,27900,
CMIKE2,CENTRAL,MIKE,C2,33759,27900,
CMIKE3,CENTRAL,MIKE,C3,33759,27900,
CMIKE4,CENTRAL,MIKE,C4,33759,27900,
CMIKE5,CENTRAL,MIKE,C5,33759,27900,
CMIKE537,CENTRAL,MIKE,C537,33759,27900,
CMIKE539,CENTRAL,MIKE,C539,33759,27900,
CMIKO1,CENTRAL,MIKO,C1,51909,42900,
CMIKO2,CENTRAL,MIKO,C2,51909,42900,
CMIKO3,CENTRAL,MIKO,C3,51909,42900,
CMIKO4,CENTRAL,MIKO,C4,51909,42900,
CMIKO5,CENTRAL,MIKO,C5,51909,42900,
CMILA1,CENTRAL,MILA,C1,22808,18850,
CMILA2,CENTRAL,MILA,C2,22808,18850,
CMILA3,CENTRAL,MILA,C3,22808,18850,
CMILA4,CENTRAL,MILA,C4,22808,18850,
CMILA6,CENTRAL,MILA,C6,22808,18850,
CMILAN1,CENTRAL,MILAN,C1,39809,32900,
CMILAN2,CENTRAL,MILAN,C2,39809,32900,
CMILAN3,CENTRAL,MILAN,C3,39809,32900,
CMILAN5,CENTRAL,MILAN,C5,39809,32900,
CMINI31,CENTRAL,MINI-3,C1,27709,22900,
CMINI32,CENTRAL,MINI-3,C2,27709,22900,
CMINI33,CENTRAL,MINI-3,C3,27709,22900,
CMINI34,CENTRAL,MINI-3,C4,27709,22900,
CMINI35,CENTRAL,MINI-3,C5,27709,22900,
CMINI36,CENTRAL,MINI-3,C6,27709,22900,
CMIRA1,CENTRAL,MIRA,C1,36179,29900,
CMIRA2,CENTRAL,MIRA,C2,36179,29900,
CMIRA3,CENTRAL,MIRA,C3,36179,29900,
CMIST1,CENTRAL,MIST,C1,36179,29900,
CMIST3,CENTRAL,MIST,C3,36179,29900,
CMIST4,CENTRAL,MIST,C4,36179,29900,
CMOMMY2,CENTRAL,MOMMY,C2,39325,32500,
CMOMMY3,CENTRAL,MOMMY,C3,39325,32500,
CMOMMY4,CENTRAL,MOMMY,C4,39325,32500,
CMONACO1,CENTRAL,MONACO,C1,39325,32500,
CMONACO2,CENTRAL,MONACO,C2,39325,32500,
CMONACO5,CENTRAL,MONACO,C5,39325,32500,
CMONO5,CENTRAL,MONO,C5,27709,22900,
CMONTERREY5,CENTRAL,MONTERREY,C5,26741,22100,
CMONTERREY6,CENTRAL,MONTERREY,C6,26741,22100,
CMONTERREY8,CENTRAL,MONTERREY,C8,26741,22100,
CMONTEZUMA1,CENTRAL,MONTEZUMA,C1,22808,18850,
CMONTEZUMA2,CENTRAL,MONTEZUMA,C2,22808,18850,
CMONTEZUMA3,CENTRAL,MONTEZUMA,C3,22808,18850,
CMONTEZUMA5,CENTRAL,MONTEZUMA,C5,22808,18850,
CMONTREALC,CENTRAL,MONTREAL CELESTE,,27709,22900,
CMONTREALH,CENTRAL,MONTREAL HUESO,,27709,22900,
CMONTREALNEGRO,CENTRAL,MONTREAL NEGRO,,27709,22900,
CMONTREALR,CENTRAL,MONTREAL ROSA,,27709,22900,
CMONTREALT,CENTRAL,MONTREAL TRANSPARENTE,,27709,22900,
CMOON1,CENTRAL,MOON,C1,31460,26000,
CMOON2,CENTRAL,MOON,C2,31460,26000,
CMOON4,CENTRAL,MOON,C4,31460,26000,
CMOON5,CENTRAL,MOON,C5,31460,26000,
CMOON7,CENTRAL,MOON,C7,31460,26000,
CMORGAN1,CENTRAL,MORGAN,C1,53119,43900,
CMORGAN2,CENTRAL,MORGAN,C2,53119,43900,
CMORGAN3,CENTRAL,MORGAN,C3,53119,43900,
CMORGAN5,CENTRAL,MORGAN,C5,53119,43900,
CMOSCU6,CENTRAL,MOSCU,C6,26741,22100,
CMOSCU7,CENTRAL,MOSCU,C7,8349,6900,
CMOTA2,CENTRAL,MOTA,C2,44649,36900,
CMOTA3,CENTRAL,MOTA,C3,44649,36900,
CMOU1,CENTRAL,MOU,C1,33759,27900,
CMOU2,CENTRAL,MOU,C2,33759,27900,
CMOU25,CENTRAL,MOU,C25,33759,27900,
CMOU26,CENTRAL,MOU,C26,33759,27900,
CMOU28,CENTRAL,MOU,C28,33759,27900,
CMOU3,CENTRAL,MOU,C3,33759,27900,
CMOU4,CENTRAL,MOU,C4,33759,27900,
CMOU5,CENTRAL,MOU,C5,33759,27900,
CMOU6,CENTRAL,MOU,C6,33759,27900,
CMUMBAI3,CENTRAL,MUMBAI,C3,26741,22100,
CMUMBAI6,CENTRAL,MUMBAI,C6,26741,22100,
CMYKONOS1,CENTRAL,MYKONOS,C1,39325,32500,
CMYKONOS2,CENTRAL,MYKONOS,C2,39325,32500,
CMYKONOS3,CENTRAL,MYKONOS,C3,39325,32500,
CMYKONOS4,CENTRAL,MYKONOS,C4,39325,32500,
CMYKONOS5,CENTRAL,MYKONOS,C5,39325,32500,
CNAIROBI1,CENTRAL,NAIROBI,C1,26741,22100,
CNAIROBI3,CENTRAL,NAIROBI,C3,26741,22100,
CNAIROBI6,CENTRAL,NAIROBI,C6,26741,22100,
CNAIROBI7,CENTRAL,NAIROBI,C7,26741,22100,
CNAIROBISOL1,CENTRAL,NAIROBI SOL,C1,37389,30900,
CNAIROBISOL2,CENTRAL,NAIROBI SOL,C2,37389,30900,
CNAIROBISOL3,CENTRAL,NAIROBI SOL,C3,37389,30900,
CNATAL1,CENTRAL,NATAL,C1,47069,38900,
CNATAL2,CENTRAL,NATAL,C2,47069,38900,
CNATAL3,CENTRAL,NATAL,C3,47069,38900,
CNATAL4,CENTRAL,NATAL,C4,47069,38900,
CNATAL5,CENTRAL,NATAL,C5,47069,38900,
CNATURAL1,CENTRAL,NATURAL,C1,27709,22900,
CNATURAL2,CENTRAL,NATURAL,C2,27709,22900,
CNATURAL3,CENTRAL,NATURAL,C3,27709,22900,
CNATURAL4,CENTRAL,NATURAL,C4,27709,22900,
CNATURAL5,CENTRAL,NATURAL,C5,27709,22900,
CNATURAL6,CENTRAL,NATURAL,C6,27709,22900,
CNEBULA1,CENTRAL,NEBULA,C1,39325,32500,
CNEBULA3,CENTRAL,NEBULA,C3,39325,32500,
CNEBULA4,CENTRAL,NEBULA,C4,39325,32500,
CNECTAR1,CENTRAL,NECTAR,C1,44649,36900,
CNECTAR4,CENTRAL,NECTAR,C4,44649,36900,
CNECTAR5,CENTRAL,NECTAR,C5,44649,36900,
CNEMO1,CENTRAL,NEMO,C1,22808,18850,
CNEMO2,CENTRAL,NEMO,C2,22808,18850,
CNEMO3,CENTRAL,NEMO,C3,22808,18850,
CNEMO4,CENTRAL,NEMO,C4,22808,18850,
CNEO1,CENTRAL,NEO,C1,47069,38900,
CNEO2,CENTRAL,NEO,C2,47069,38900,
CNEO4,CENTRAL,NEO,C4,47069,38900,
CNEXO1,CENTRAL,NEXO,C1,47069,38900,
CNEXO2,CENTRAL,NEXO,C2,47069,38900,
CNEXO3,CENTRAL,NEXO,C3,47069,38900,
CNEXUS,CENTRAL,NEXUS,,36179,29900,
CNEXUS1,CENTRAL,NEXUS,C1,36179,29900,
CNEXUS3,CENTRAL,NEXUS,C3,36179,29900,
CNEXUS4,CENTRAL,NEXUS,C4,36179,29900,
CNH2,CENTRAL,NIEVE HONDA,C2,39325,32500,
CNH3,CENTRAL,NIEVE HONDA,C3,39325,32500,
CNH4,CENTRAL,NIEVE HONDA,C4,39325,32500,
CNIRA2,CENTRAL,NIRA,C2,47069,38900,
CNIRA3,CENTRAL,NIRA,C3,47069,38900,
CNIRA4,CENTRAL,NIRA,C4,47069,38900,
CNIRO1,CENTRAL,NIRO,C1,47069,38900,
CNIRO2,CENTRAL,NIRO,C2,47069,38900,
CNIRO3,CENTRAL,NIRO,C3,47069,38900,
CNIRO5,CENTRAL,NIRO,C5,47069,38900,
CNOE1,CENTRAL,NOE,C1,27709,22900,
CNOE2,CENTRAL,NOE,C2,27709,22900,
CNOE5,CENTRAL,NOE,C5,27709,22900,
CNOIR2,CENTRAL,NOIR,C2,47069,38900,
CNOIR4,CENTRAL,NOIR,C4,47069,38900,
CNOIR7,CENTRAL,NOIR,C7,47069,38900,
CNOIR8,CENTRAL,NOIR,C8,47069,38900,
CNOIR9,CENTRAL,NOIR,C9,47069,38900,
CNOMA1,CENTRAL,NOMA,C1,47069,38900,
CNOMA2,CENTRAL,NOMA,C2,47069,38900,
CNOMA3,CENTRAL,NOMA,C3,47069,38900,
CNOTTINGHILL1,CENTRAL,NOTTING HILL,C1,27709,22900,
CNOTTINGHILL2,CENTRAL,NOTTING HILL,C2,27709,22900,
CNOTTINGHILL3,CENTRAL,NOTTING HILL,C3,27709,22900,
CNOTTINGHILL4,CENTRAL,NOTTING HILL,C4,27709,22900,
CNOTTINGHILL5,CENTRAL,NOTTING HILL,C5,27709,22900,
CNOTTINGHILL6,CENTRAL,NOTTING HILL,C6,27709,22900,
CNOVA1,CENTRAL,NOVA,C1,42229,34900,
CNOVA2,CENTRAL,NOVA,C2,42229,34900,
CNOVA3,CENTRAL,NOVA,C3,42229,34900,
CNOVAIR1,CENTRAL,NOVAIR,C1,47069,38900,
CNOVAIR2,CENTRAL,NOVAIR,C2,47069,38900,
CNOVAIR3,CENTRAL,NOVAIR,C3,47069,38900,
CNOVAIR5,CENTRAL,NOVAIR,C5,47069,38900,
CNUQUI1,CENTRAL,NUQUI,C1,47069,38900,
CNUQUI2,CENTRAL,NUQUI,C2,47069,38900,
CNUQUI3,CENTRAL,NUQUI,C3,47069,38900,
CNUQUI4,CENTRAL,NUQUI,C4,47069,38900,
CNUQUI5,CENTRAL,NUQUI,C5,47069,38900,
CNY1,CENTRAL,NEW YORK,C1,39325,32500,
CNY2,CENTRAL,NEW YORK,C2,39325,32500,
CNY3,CENTRAL,NEW YORK,C3,39325,32500,
CNY5,CENTRAL,NEW YORK,C5,39325,32500,
CNYX1,CENTRAL,NYX,C1,47069,38900,
CNYX2,CENTRAL,NYX,C2,47069,38900,
CNYX3,CENTRAL,NYX,C3,47069,38900,
CNYX5,CENTRAL,NYX,C5,47069,38900,
CNYX6,CENTRAL,NYX,C6,47069,38900,
COCTAVE1,CENTRAL,OCTAVE,C1,47069,38900,
COCTAVE2,CENTRAL,OCTAVE,C2,47069,38900,
COCTAVE4,CENTRAL,OCTAVE,C4,47069,38900,
COCTAVE6,CENTRAL,OCTAVE,C6,47069,38900,
COLIVE1,CENTRAL,OLIVE,C1,53119,43900,
COLIVE2,CENTRAL,OLIVE,C2,53119,43900,
COLIVE3,CENTRAL,OLIVE,C3,53119,43900,
COLIVE4,CENTRAL,OLIVE,C4,53119,43900,
COLIVE5,CENTRAL,OLIVE,C5,53119,43900,
COLIVE6,CENTRAL,OLIVE,C6,53119,43900,
COLIVER1,CENTRAL,OLIVER,C1,47069,38900,
COLIVER2,CENTRAL,OLIVER,C2,47069,38900,
COLIVER3,CENTRAL,OLIVER,C3,47069,38900,
CONIX1,CENTRAL,ONIX,C1,44649,36900,
CONIX2,CENTRAL,ONIX,C2,44649,36900,
CONIX3,CENTRAL,ONIX,C3,44649,36900,
CONIX5,CENTRAL,ONIX,C5,44649,36900,
CONO1,CENTRAL,ONO,C1,42229,34900,
CONO2,CENTRAL,ONO,C2,42229,34900,
CONO3,CENTRAL,ONO,C3,42229,34900,
COPORTO2,CENTRAL,OPORTO,C2,27528,22750,
CORBIT2,CENTRAL,ORBIT,C2,22808,18850,
CORBIT4,CENTRAL,ORBIT,C4,22808,18850,
CORBIT5,CENTRAL,ORBIT,C5,22808,18850,
CORE1,CENTRAL,ORE,C1,51909,42900,
CORE2,CENTRAL,ORE,C2,51909,42900,
CORE3,CENTRAL,ORE,C3,51909,42900,
COREN1,CENTRAL,OREN,C1,42229,34900,
COREN2,CENTRAL,OREN,C2,42229,34900,
COREN3,CENTRAL,OREN,C3,42229,34900,
COREN4,CENTRAL,OREN,C4,42229,34900,
COREN5,CENTRAL,OREN,C5,42229,34900,
CORI3,CENTRAL,ORI,C3,47069,38900,
CORI5,CENTRAL,ORI,C5,47069,38900,
CORION2,CENTRAL,ORION,C2,27528,22750,
CORION6,CENTRAL,ORION,C6,27528,22750,
COSAKA1,CENTRAL,OSAKA,C1,26741,22100,
COSAKA3,CENTRAL,OSAKA,C3,26741,22100,
COSAKA4,CENTRAL,OSAKA,C4,26741,22100,
COSAKA6,CENTRAL,OSAKA,C6,26741,22100,
COSAKA7,CENTRAL,OSAKA,C7,26741,22100,
COSAKA8,CENTRAL,OSAKA,C8,26741,22100,
COSLO2,CENTRAL,OSLO,C2,39809,32900,
COSLO4,CENTRAL,OSLO,C4,39809,32900,
COSLO5,CENTRAL,OSLO,C5,39809,32900,
COTTAWA1,CENTRAL,OTTAWA,C1,49489,40900,
CPABLO2,CENTRAL,PABLO,C2,27709,22900,
CPABLO3,CENTRAL,PABLO,C3,27709,22900,
CPABLO5,CENTRAL,PABLO,C5,27709,22900,
CPABLO6,CENTRAL,PABLO,C6,27709,22900,
CPALERMO3,CENTRAL,PALERMO,C3,27709,22900,
CPALERMO5,CENTRAL,PALERMO,C5,27709,22900,
CPALERMO6,CENTRAL,PALERMO,C6,27709,22900,
CPANTO1,CENTRAL,PANTO,C1,31460,26000,
CPANTO3,CENTRAL,PANTO,C3,31460,26000,
CPANTO4,CENTRAL,PANTO,C4,31460,26000,
CPANTO6,CENTRAL,PANTO,C6,26741,22100,
CPANTOX1,CENTRAL,PANTOX,C1,31460,26000,
CPANTOX2,CENTRAL,PANTOX,C2,31460,26000,
CPANTOX4,CENTRAL,PANTOX,C4,31460,26000,
CPARIS1,CENTRAL,PARIS,C1,49489,40900,
CPARIS2,CENTRAL,PARIS,C2,49489,40900,
CPARIS3,CENTRAL,PARIS,C3,49489,40900,
CPARIS6,CENTRAL,PARIS,C6,49489,40900,
CPARMA1,CENTRAL,PARMA,C1,47069,38900,
CPARMA2,CENTRAL,PARMA,C2,47069,38900,
CPARMA3,CENTRAL,PARMA,C3,47069,38900,
CPARMA4,CENTRAL,PARMA,C4,47069,38900,
CPARMA5,CENTRAL,PARMA,C5,47069,38900,
CPAT3,CENTRAL,PAT,C3,39325,32500,
CPAT4,CENTRAL,PAT,C4,39325,32500,
CPEAK2,CENTRAL,PEAK,C2,36179,29900,
CPEAK4,CENTRAL,PEAK,C4,36179,29900,
CPEAK5,CENTRAL,PEAK,C5,36179,29900,
CPEARL1,CENTRAL,PEARL,C1,27709,22900,
CPEARL2,CENTRAL,PEARL,C2,27709,22900,
CPEARL4,CENTRAL,PEARL,C4,27709,22900,
CPEARL5,CENTRAL,PEARL,C5,27709,22900,
CPEGAZO1,CENTRAL,PEGAZO,C1,47069,38900,
CPEGAZO2,CENTRAL,PEGAZO,C2,47069,38900,
CPEGAZO3,CENTRAL,PEGAZO,C3,47069,38900,
CPEGAZO4,CENTRAL,PEGAZO,C4,47069,38900,
CPEGAZO5,CENTRAL,PEGAZO,C5,47069,38900,
CPERKS1,CENTRAL,PERKS,C1,27709,22900,
CPERKS2,CENTRAL,PERKS,C2,27709,22900,
CPERKS3,CENTRAL,PERKS,C3,27709,22900,
CPERLA2,CENTRAL,PERLA,C2,39325,32500,
CPERLA4,CENTRAL,PERLA,C4,39325,32500,
CPHANTOM1,CENTRAL,PHANTOM,C1,47069,38900,
CPHANTOM3,CENTRAL,PHANTOM,C3,47069,38900,
CPHANTOM4,CENTRAL,PHANTOM,C4,47069,38900,
CPIKI1,CENTRAL,PIKI,C1,54329,44900,
CPIKI2,CENTRAL,PIKI,C2,54329,44900,
CPIKI3,CENTRAL,PIKI,C3,54329,44900,
CPIKI5,CENTRAL,PIKI,C5,54329,44900,
CPIPA1,CENTRAL,PIPA,C1,44649,36900,
CPIPA3,CENTRAL,PIPA,C3,44649,36900,
CPIPA4,CENTRAL,PIPA,C4,44649,36900,
CPIPA6,CENTRAL,PIPA,C6,44649,36900,
CPOET1,CENTRAL,POET,C1,20449,16900,
CPOET2,CENTRAL,POET,C2,20449,16900,
CPOET3,CENTRAL,POET,C3,20449,16900,
CPOET4,CENTRAL,POET,C4,20449,16900,
CPOET5,CENTRAL,POET,C5,20449,16900,
CPOET6,CENTRAL,POET,C6,20449,16900,
CPOINT1,CENTRAL,POINT,C1,51909,42900,
CPOINT2,CENTRAL,POINT,C2,51909,42900,
CPOINT3,CENTRAL,POINT,C3,51909,42900,
CPOINT4,CENTRAL,POINT,C4,51909,42900,
